original_text,text,label
Yethana peruku Christian Bale neyabagam vandadhu 🦇🦇,yethana peruku christian bale neyabagam vandadhu 🦇🦇,unknown_state
Pinnadi...man of steel bgm oduthu...  keta payan yuvan,pinnadi...man of steel bgm oduthu... keta payan yuvan,Positive
Kandipa Movie Flape nu thariuthu confirm Movie Flap nu Nanikuravanga like,kandipa movie flape nu thariuthu confirm movie flap nu nanikuravanga like,Negative
Suyama sindhika therinjavan super hero Siva Anna mass dialogue🥰🤩,suyama sindhika therinjavan super hero siva anna mass dialogue🥰🤩,Positive
Intha movie la yaru hero ???,intha movie la yaru hero ???,Positive
Action king mass hero   1990s kids yarelam avanga solunga avaru mass ahh illaiyanu,action king mass hero 1990s kids yarelam avanga solunga avaru mass ahh illaiyanu,Positive
Christopher nolannu oru aalu yillenna inge pala peru padame edukke maattange pole.,christopher nolannu oru aalu yillenna inge pala peru padame edukke maattange pole.,Mixed_feelings
Nice trailer 🤜Sk.fans.like u .r super hero.. trailer,nice trailer 🤜sk.fans.like u .r super hero.. trailer,Positive
Arjun Sarja : oru Manusana  Alicharulam Avaru silaya udachuralam ana avaru sindhanaya (Purinjavan Pistha),arjun sarja : oru manusana alicharulam avaru silaya udachuralam ana avaru sindhanaya (purinjavan pistha),Positive
"Action king.intha trailer la🤫 silent ta erukurauBut Beginning la.vera level,🤜","action king.intha trailer la🤫 silent ta erukuraubut beginning la.vera level,🤜",Positive
Naladhan eruku...ada nala eruku yah... Let's hope the same in theaters,naladhan eruku...ada nala eruku yah... let's hope the same in theaters,Positive
Trailer pakara apo kanithan movie feel varudhu,trailer pakara apo kanithan movie feel varudhu,Mixed_feelings
Siva career la best hit idhudhaan solluravunga like pannunga,siva career la best hit idhudhaan solluravunga like pannunga,Mixed_feelings
3ena da 300 spartan s BGm la varuthu,3ena da 300 spartan s bgm la varuthu,Mixed_feelings
Sivakarthikeyan endha movie la umaii pola oru scene kuda vai therandhu peasala,sivakarthikeyan endha movie la umaii pola oru scene kuda vai therandhu peasala,unknown_state
"Yaarukellam krish, Mugamudi, Dhoom 2 movies neyabagam varuthu","yaarukellam krish, mugamudi, dhoom 2 movies neyabagam varuthu",Positive
Ivan vera siripu ivanuku oru loosu followers vera,ivan vera siripu ivanuku oru loosu followers vera,Negative
Trailer fast ah podu Ana Background la main bgm illaye Fyt Ku Varadhinga Da Unmaiya tha slura,trailer fast ah podu ana background la main bgm illaye fyt ku varadhinga da unmaiya tha slura,Positive
Nee enna captain America va ?,nee enna captain america va ?,Negative
Yuvan for life Yuvan fans hit like,yuvan for life yuvan fans hit like,Positive
Dei sk unakku ithellam over da,dei sk unakku ithellam over da,Negative
Trailer mokkaya irukku but bgm sema U1 anna,trailer mokkaya irukku but bgm sema u1 anna,Positive
U1 BGM pudichavanga like pannunga,u1 bgm pudichavanga like pannunga,Positive
Padam mugamoodi maathiri aagida koodathunu nu pray panuven,padam mugamoodi maathiri aagida koodathunu nu pray panuven,Positive
Vera level trailer December 20 ku waiting,vera level trailer december 20 ku waiting,Positive
Gud thaan..but Elam kolapura mathiri iruku..,gud thaan..but elam kolapura mathiri iruku..,Positive
"Ippa inda SKfan ta enna solla poringa , commenters","ippa inda skfan ta enna solla poringa , commenters",Positive
0:23 ANY ONE  NOTICE  X- MEN DARK PHONIX MOVIE  BGM......,0:23 any one notice x- men dark phonix movie bgm......,Positive
Super Hero Sivakarthikeyan fans like pannunga 🦸‍🦸‍,super hero sivakarthikeyan fans like pannunga 🦸‍🦸‍,Positive
Intha padam odathu miskin part 2,intha padam odathu miskin part 2,Negative
"Konjam #Krrish, Konjam #Gentleman appuram Mazhai saarala #DarkKnightRises  Appuram kothamalli karuveppilai (Comedy & Songs)","konjam krrish, konjam gentleman appuram mazhai saarala darkknightrises appuram kothamalli karuveppilai (comedy & songs)",Positive
Intha like pannunga nu solravana pathale irritate aguthunu solravanla like pannitu pongada,intha like pannunga nu solravana pathale irritate aguthunu solravanla like pannitu pongada,Positive
Sivakarthikeyan Anna fans like pannunga,sivakarthikeyan anna fans like pannunga,Positive
1:52 Yuvan's music vera level. Chance eh illa.,1:52 yuvan's music vera level. chance eh illa.,Positive
Action king pullingo like podunga,action king pullingo like podunga,Positive
Ayoooo... Maranam.. Semma.... U1 rocking......,ayoooo... maranam.. semma.... u1 rocking......,Positive
Vera Level #SK Bro... Keep Going Huge..,vera level sk bro... keep going huge..,Positive
Arrow movie la vara suit maari irukku....,arrow movie la vara suit maari irukku....,Positive
Mass sk anna i love you,mass sk anna i love you,Negative
Kabhi kabhi to lagta hai south waalon ki language sikhlun.,kabhi kabhi to lagta hai south waalon ki language sikhlun.,not-Tamil
Yena aga pore sakthiman ..periya ooollll,yena aga pore sakthiman ..periya ooollll,Negative
Haha yen da avenger music varuthu,haha yen da avenger music varuthu,Positive
Trailer mokka ya iruku Krish trailer pakkura Mari iruku,trailer mokka ya iruku krish trailer pakkura mari iruku,Positive
SK Anna fans hit like here,sk anna fans hit like here,Positive
Hey kuttymoonji unakenapa sk Anna movie la nadikira,hey kuttymoonji unakenapa sk anna movie la nadikira,Positive
ALL THE BEST Best wishes From KGF KING ROCKING STAR/ NATIONAL STAR YASH BOSS FANS FROM KARNATAKA,all the best best wishes from kgf king rocking star/ national star yash boss fans from karnataka,Positive
En bday ku padam releas aavuthu supr,en bday ku padam releas aavuthu supr,Positive
Adei  ethukuda intha velai,adei ethukuda intha velai,Negative
LIKE - Hero   Comment - Avengers Endgame,like - hero comment - avengers endgame,Positive
Krish next part . Tamil la padam yaduthurukanga super,krish next part . tamil la padam yaduthurukanga super,Positive
U1 ... Nee vara level thalaiva....,u1 ... nee vara level thalaiva....,Positive
Semmaya erukku.. Trailer... Enga anna eppovum grate hero dha... Love you sk anna....,semmaya erukku.. trailer... enga anna eppovum grate hero dha... love you sk anna....,Mixed_feelings
No one in indian cinema can create a cinematic universe,no one in indian cinema can create a cinematic universe,Positive
Ellam mudinju pochu nu  Ellarum solla arambikkum pothu Anikku pudusa porakuran   Namma #HERO SK.   சுயமா சிந்திக்க தெரிஞ்சவன்  தான் சூப்பர் ஹீரோ........,ellam mudinju pochu nu ellarum solla arambikkum pothu anikku pudusa porakuran namma hero sk. சுயமா சிந்திக்க தெரிஞ்சவன் தான் சூப்பர் ஹீரோ........,Positive
Sk fans hit likes nu sombuthukitu oru kootamae ipo varum paaren,sk fans hit likes nu sombuthukitu oru kootamae ipo varum paaren,Positive
Hero trailer > Avengers end game,hero trailer > avengers end game,Positive
Yar yar laam entha trailer ah pathona Hans Zimmer music keta mari eruku nu nanchega,yar yar laam entha trailer ah pathona hans zimmer music keta mari eruku nu nanchega,Negative
padam vera level hit aagum nu solravanga hit like here,padam vera level hit aagum nu solravanga hit like here,Mixed_feelings
Sk : nan super hero agaporen  Vivasayi : am I joke to you,sk : nan super hero agaporen vivasayi : am i joke to you,Positive
Spider man Bat man Super man And u herooooo (mugamudi)🤔🤔🤔🤔,spider man bat man super man and u herooooo (mugamudi)🤔🤔🤔🤔,Positive
Thala Pola varumaaaaaaaaaaa (Our Superstar) always I'm Impressed Give Me More,thala pola varumaaaaaaaaaaa (our superstar) always i'm impressed give me more,Positive
Pandaa ku  puthu  life,pandaa ku puthu life,Positive
daily trailer parkura angaali pangaali ellaam oru like podunga,daily trailer parkura angaali pangaali ellaam oru like podunga,Positive
1 day la thalaiki 300 million like varanum dahh...,1 day la thalaiki 300 million like varanum dahh...,Positive
dai thirunelveli enga thala yoda kotta daa,dai thirunelveli enga thala yoda kotta daa,Positive
Thala thala pesunaa anilu ammaiyan vjmaaa Ku tharama sembavam irrukku daaaa anilu Vick sorry kotte pathy,thala thala pesunaa anilu ammaiyan vjmaaa ku tharama sembavam irrukku daaaa anilu vick sorry kotte pathy,Positive
Anil fans online la irundha like podunga paa🤣🤣,anil fans online la irundha like podunga paa🤣🤣,Positive
Judge : avara kongam control pannunga  Fans : mudiyadhu idhukku Mela control panna mudiyadhu,judge : avara kongam control pannunga fans : mudiyadhu idhukku mela control panna mudiyadhu,Positive
Dislike panuvangge there more u dislike the more likea da kothi,dislike panuvangge there more u dislike the more likea da kothi,Negative
Likes and views check panravanga like poduga,likes and views check panravanga like poduga,Positive
Niraiya Niraiya kevalama iruku intha dialogue.,niraiya niraiya kevalama iruku intha dialogue.,Negative
De manasachiye illama nalla iruku slringala da honestly slrn mokka trailer,de manasachiye illama nalla iruku slringala da honestly slrn mokka trailer,Negative
Yenna paandey  thala ya ethirthu pesura ‌,yenna paandey thala ya ethirthu pesura ‌,Positive
Thala da vera laval yuvan musice super,thala da vera laval yuvan musice super,Positive
"Appaddi yellaam nadakaath,nadakka koodaath....ufffffthala appadiye vere track","appaddi yellaam nadakaath,nadakka koodaath....ufffffthala appadiye vere track",Positive
Trending no 2 in Malaysia and Singapore.. Thala no 1,trending no 2 in malaysia and singapore.. thala no 1,Positive
Ithu varikum 100 times pathavanga like podunga me 100 time pathachu,ithu varikum 100 times pathavanga like podunga me 100 time pathachu,Positive
Rangaraj Pandey Rangaraaj Pandey Rangaraaj Pandey Rangaraaj Pandey,rangaraj pandey rangaraaj pandey rangaraaj pandey rangaraaj pandey,Positive
Last dialogue sollum pothu ethana peruku julie niyapagam vanthathu?,last dialogue sollum pothu ethana peruku julie niyapagam vanthathu?,Positive
adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada .  ajith sir pls  choose new directors,adapaveegala ipdi nadikura manushana vachu flopah kodutheengalada . ajith sir pls choose new directors,Mixed_feelings
Yaanda DISLIKES Pandrige......  Thala DA........ Thala pola varuma ..,yaanda dislikes pandrige...... thala da........ thala pola varuma ..,Positive
Cinema life ah change panadhu namba da change aGanum,cinema life ah change panadhu namba da change aganum,Positive
No 1 trending in Sri Lanka,no 1 trending in sri lanka,Positive
"Indha maadri ponnungalukku ipdi dhan nadakkum... - No, apdi nadakka kudaadhu.  KUDOS TO THE SCRIPT WRITER.","indha maadri ponnungalukku ipdi dhan nadakkum... - no, apdi nadakka kudaadhu. kudos to the script writer.",Mixed_feelings
Judge:thala courtla ipadi lam katha kudathu,judge:thala courtla ipadi lam katha kudathu,Positive
oh my god..........movie sekkiram release pannunga pa,oh my god..........movie sekkiram release pannunga pa,Positive
VISWASAM 1.3 MILLION LIKES NERKONDA PAARVAI ATHEYUM BEAT PANNUM NU NINAIKARAVANGA YAARU ?,viswasam 1.3 million likes nerkonda paarvai atheyum beat pannum nu ninaikaravanga yaaru ?,Positive
Last line yaaraiyooo solldra mathiri irukku..... Thala,last line yaaraiyooo solldra mathiri irukku..... thala,Positive
Sri lanka #2 trending thala ultimate,sri lanka 2 trending thala ultimate,Mixed_feelings
No. 1 trending wow.... Thala takkaru doii,no. 1 trending wow.... thala takkaru doii,Positive
Its remake of Bollywood movie Pink,its remake of bollywood movie pink,Mixed_feelings
Dei remake panna enna? Ithu THALA version daww...enjoy...🤟🤟,dei remake panna enna? ithu thala version daww...enjoy...🤟🤟,Positive
Last dialogue Thala un fans ku sollu atha,last dialogue thala un fans ku sollu atha,Positive
"Romba interest a irukka, wait panna mudiyama irukka Poi pink a paaru","romba interest a irukka, wait panna mudiyama irukka poi pink a paaru",Positive
Padam full ah Ajith kathikite irupaaru  Pola..,padam full ah ajith kathikite irupaaru pola..,Positive
Ipadi neraiya neraiya neraiya ......................Thala eyes.... Wow...,ipadi neraiya neraiya neraiya ......................thala eyes.... wow...,Positive
BGM Ku oru like poduga,bgm ku oru like poduga,Positive
Ellam Avan seyal ladies version,ellam avan seyal ladies version,Positive
Ennada viswasam mersal sarkar madhri time la likes and views create pannalayae,ennada viswasam mersal sarkar madhri time la likes and views create pannalayae,Positive
Yuvan bgm sema thala super look,yuvan bgm sema thala super look,Positive
"Oruthar mela neenga VISWASAM katrathukaga,yen mathavangala asinga paduthreenga","oruthar mela neenga viswasam katrathukaga,yen mathavangala asinga paduthreenga",Positive
"dai,kadaisi varaikum vidhya balan na kaatave illaye y? ajith sir ku jodi vidhya balan But avangala trailer la kaamikave illaye","dai,kadaisi varaikum vidhya balan na kaatave illaye y? ajith sir ku jodi vidhya balan but avangala trailer la kaamikave illaye",Mixed_feelings
Ada dei nama sambatha da dei,ada dei nama sambatha da dei,Positive
Yenada trailer ithu ippadi iruku - THALA na THALATHAndaaa  mass daa,yenada trailer ithu ippadi iruku - thala na thalathandaaa mass daa,Positive
"Yarulam intha trailer pakuringalo, oru like pottu pongapa... Thala vera level..","yarulam intha trailer pakuringalo, oru like pottu pongapa... thala vera level..",Positive
Shradha srinath looks alike kangana ranaut in some angles,shradha srinath looks alike kangana ranaut in some angles,Mixed_feelings
Trailer pakum bodhu elllam avan seyal madhiri iruku.but film konjam conspet vera mari irukum nu ninaikurean  Wait panni papom,trailer pakum bodhu elllam avan seyal madhiri iruku.but film konjam conspet vera mari irukum nu ninaikurean wait panni papom,unknown_state
Thala thalaa masss fan from karnataka,thala thalaa masss fan from karnataka,Positive
Thala mass epovum pola U1 bgm,thala mass epovum pola u1 bgm,Positive
Thala superb ........ antha pandey paya irukan padam yepdi hit akutho........,thala superb ........ antha pandey paya irukan padam yepdi hit akutho........,Mixed_feelings
Marana mass muchcha anilu ammaiyan vjmaaa ummah sollu hahaha,marana mass muchcha anilu ammaiyan vjmaaa ummah sollu hahaha,Mixed_feelings
ORUTHAR MELA IRUKURA VISVASATHUKAGA INORUTHARA EN ASINGA PDUTHURENGA......THALA THALAPATHI  FANS GAVANATHIRKU.......,oruthar mela irukura visvasathukaga inoruthara en asinga pduthurenga......thala thalapathi fans gavanathirku.......,Positive
Nerkonda paarvai thanpa Inga pathigala Thala oru thatava kuda Kanna simitala.. Wow.. Thala Vera leval..,nerkonda paarvai thanpa inga pathigala thala oru thatava kuda kanna simitala.. wow.. thala vera leval..,Positive
Sema vera level thala padathukku marana waiting,sema vera level thala padathukku marana waiting,Positive
love u thala evalavu alagu da thala,love u thala evalavu alagu da thala,Positive
Ennada likes views innum sari aakalaya 600k like thaan erukku,ennada likes views innum sari aakalaya 600k like thaan erukku,Positive
Munnadi thamilda hindi ppl copy pannath ippo ulta aayidichaa,munnadi thamilda hindi ppl copy pannath ippo ulta aayidichaa,Mixed_feelings
